sample_name,split,part_name,ground_truth,predicted,prediction_probability,correct,source_file,ground_truth_rms_db,mixture_file_path,pt_file_path,processing_timestamp
sample000149,test,pump,normal,abnormal,0.999,False,D:\machine_sounds\pump_normal\sample1448.wav,-12.014,test2\sample000149\mixture.wav,output\2025-07-29_11-40-28_mic_1_pump.pt,2025-07-29 11:40:29
sample000149,test,slider,faulty,abnormal,0.99,False,D:\machine_sounds\slider_faulty\sample748.wav,-12.007,test2\sample000149\mixture.wav,output\2025-07-29_11-40-28_mic_1_slider.pt,2025-07-29 11:40:29
sample000149,test,bearing,normal,abnormal,0.999,False,D:\machine_sounds\bearing_normal\sample3285.wav,-12.0,test2\sample000149\mixture.wav,output\2025-07-29_11-40-28_mic_1_bearing.pt,2025-07-29 11:40:29
sample000149,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample2216.wav,-12.052,test2\sample000149\mixture.wav,output\2025-07-29_11-40-28_mic_1_gearbox.pt,2025-07-29 11:40:29
sample000150,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample347.wav,-12.001,test2\sample000150\mixture.wav,output\2025-07-29_11-40-29_mic_1_fan.pt,2025-07-29 11:40:30
sample000150,test,pump,normal,abnormal,0.999,False,D:\machine_sounds\pump_normal\sample3631.wav,-12.001,test2\sample000150\mixture.wav,output\2025-07-29_11-40-29_mic_1_pump.pt,2025-07-29 11:40:30
sample000150,test,slider,normal,abnormal,0.999,False,D:\machine_sounds\slider_normal\sample2200.wav,-12.002,test2\sample000150\mixture.wav,output\2025-07-29_11-40-29_mic_1_slider.pt,2025-07-29 11:40:30
sample000150,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample278.wav,-12.0,test2\sample000150\mixture.wav,output\2025-07-29_11-40-29_mic_1_bearing.pt,2025-07-29 11:40:30
sample000150,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample066.wav,-12.003,test2\sample000150\mixture.wav,output\2025-07-29_11-40-29_mic_1_gearbox.pt,2025-07-29 11:40:30
sample000151,test,fan,faulty,abnormal,0.998,False,D:\machine_sounds\fan_faulty\sample347.wav,-12.004,test2\sample000151\mixture.wav,output\2025-07-29_11-40-30_mic_1_fan.pt,2025-07-29 11:40:31
sample000151,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample1488.wav,-12.0,test2\sample000151\mixture.wav,output\2025-07-29_11-40-30_mic_1_pump.pt,2025-07-29 11:40:31
sample000151,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample915.wav,-12.006,test2\sample000151\mixture.wav,output\2025-07-29_11-40-30_mic_1_slider.pt,2025-07-29 11:40:31
sample000151,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample1613.wav,-12.0,test2\sample000151\mixture.wav,output\2025-07-29_11-40-30_mic_1_bearing.pt,2025-07-29 11:40:31
sample000151,test,gearbox,faulty,abnormal,0.998,False,D:\machine_sounds\gearbox_faulty\sample066.wav,-12.003,test2\sample000151\mixture.wav,output\2025-07-29_11-40-30_mic_1_gearbox.pt,2025-07-29 11:40:31
sample000152,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample223.wav,-12.001,test2\sample000152\mixture.wav,output\2025-07-29_11-40-31_mic_1_fan.pt,2025-07-29 11:40:32
sample000152,test,pump,normal,abnormal,0.998,False,D:\machine_sounds\pump_normal\sample2640.wav,-12.0,test2\sample000152\mixture.wav,output\2025-07-29_11-40-31_mic_1_pump.pt,2025-07-29 11:40:32
sample000152,test,slider,faulty,abnormal,1.0,False,D:\machine_sounds\slider_faulty\sample748.wav,-12.004,test2\sample000152\mixture.wav,output\2025-07-29_11-40-31_mic_1_slider.pt,2025-07-29 11:40:32
sample000152,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample3280.wav,-12.0,test2\sample000152\mixture.wav,output\2025-07-29_11-40-31_mic_1_bearing.pt,2025-07-29 11:40:32
sample000152,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample1673.wav,-12.0,test2\sample000152\mixture.wav,output\2025-07-29_11-40-31_mic_1_gearbox.pt,2025-07-29 11:40:32
sample000153,test,fan,faulty,abnormal,0.994,False,D:\machine_sounds\fan_faulty\sample347.wav,-12.001,test2\sample000153\mixture.wav,output\2025-07-29_11-40-32_mic_1_fan.pt,2025-07-29 11:40:33
sample000153,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample691.wav,-12.005,test2\sample000153\mixture.wav,output\2025-07-29_11-40-32_mic_1_pump.pt,2025-07-29 11:40:33
sample000153,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample218.wav,-12.0,test2\sample000153\mixture.wav,output\2025-07-29_11-40-32_mic_1_slider.pt,2025-07-29 11:40:33
sample000153,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample278.wav,-12.0,test2\sample000153\mixture.wav,output\2025-07-29_11-40-32_mic_1_bearing.pt,2025-07-29 11:40:33
sample000153,test,gearbox,faulty,abnormal,0.97,False,D:\machine_sounds\gearbox_faulty\sample066.wav,-12.008,test2\sample000153\mixture.wav,output\2025-07-29_11-40-32_mic_1_gearbox.pt,2025-07-29 11:40:33
sample000154,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample347.wav,-12.001,test2\sample000154\mixture.wav,output\2025-07-29_11-40-33_mic_1_fan.pt,2025-07-29 11:40:34
sample000154,test,pump,faulty,abnormal,0.989,False,D:\machine_sounds\pump_faulty\sample392.wav,-12.009,test2\sample000154\mixture.wav,output\2025-07-29_11-40-33_mic_1_pump.pt,2025-07-29 11:40:34
sample000154,test,slider,normal,abnormal,0.993,False,D:\machine_sounds\slider_normal\sample1912.wav,-12.005,test2\sample000154\mixture.wav,output\2025-07-29_11-40-33_mic_1_slider.pt,2025-07-29 11:40:34
sample000154,test,bearing,normal,abnormal,0.999,False,D:\machine_sounds\bearing_normal\sample649.wav,-12.0,test2\sample000154\mixture.wav,output\2025-07-29_11-40-33_mic_1_bearing.pt,2025-07-29 11:40:34
sample000154,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample1209.wav,-12.0,test2\sample000154\mixture.wav,output\2025-07-29_11-40-33_mic_1_gearbox.pt,2025-07-29 11:40:34
sample000155,test,fan,faulty,abnormal,0.998,False,D:\machine_sounds\fan_faulty\sample948.wav,-12.009,test2\sample000155\mixture.wav,output\2025-07-29_11-40-34_mic_1_fan.pt,2025-07-29 11:40:35
sample000155,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample138.wav,-12.002,test2\sample000155\mixture.wav,output\2025-07-29_11-40-34_mic_1_pump.pt,2025-07-29 11:40:35
sample000155,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample1511.wav,-12.0,test2\sample000155\mixture.wav,output\2025-07-29_11-40-34_mic_1_slider.pt,2025-07-29 11:40:35
sample000155,test,bearing,normal,abnormal,0.997,False,D:\machine_sounds\bearing_normal\sample1594.wav,-12.001,test2\sample000155\mixture.wav,output\2025-07-29_11-40-34_mic_1_bearing.pt,2025-07-29 11:40:35
sample000155,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample066.wav,-12.002,test2\sample000155\mixture.wav,output\2025-07-29_11-40-34_mic_1_gearbox.pt,2025-07-29 11:40:35
sample000156,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample948.wav,-12.009,test2\sample000156\mixture.wav,output\2025-07-29_11-40-35_mic_1_fan.pt,2025-07-29 11:40:36
sample000156,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample778.wav,-12.006,test2\sample000156\mixture.wav,output\2025-07-29_11-40-35_mic_1_pump.pt,2025-07-29 11:40:36
sample000156,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample1638.wav,-12.003,test2\sample000156\mixture.wav,output\2025-07-29_11-40-35_mic_1_slider.pt,2025-07-29 11:40:36
sample000156,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample278.wav,-12.001,test2\sample000156\mixture.wav,output\2025-07-29_11-40-35_mic_1_bearing.pt,2025-07-29 11:40:36
sample000156,test,gearbox,faulty,abnormal,0.897,False,D:\machine_sounds\gearbox_faulty\sample291.wav,-12.0,test2\sample000156\mixture.wav,output\2025-07-29_11-40-35_mic_1_gearbox.pt,2025-07-29 11:40:36
sample000157,test,fan,normal,abnormal,0.998,False,D:\machine_sounds\fan_normal\sample1372.wav,-12.001,test2\sample000157\mixture.wav,output\2025-07-29_11-40-36_mic_1_fan.pt,2025-07-29 11:40:37
sample000157,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample2036.wav,-12.0,test2\sample000157\mixture.wav,output\2025-07-29_11-40-36_mic_1_pump.pt,2025-07-29 11:40:37
sample000157,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample1272.wav,-12.0,test2\sample000157\mixture.wav,output\2025-07-29_11-40-36_mic_1_slider.pt,2025-07-29 11:40:37
sample000157,test,bearing,normal,abnormal,0.999,False,D:\machine_sounds\bearing_normal\sample2937.wav,-12.001,test2\sample000157\mixture.wav,output\2025-07-29_11-40-36_mic_1_bearing.pt,2025-07-29 11:40:37
sample000157,test,gearbox,normal,abnormal,0.999,False,D:\machine_sounds\gearbox_normal\sample2404.wav,-12.0,test2\sample000157\mixture.wav,output\2025-07-29_11-40-36_mic_1_gearbox.pt,2025-07-29 11:40:37
sample000158,test,fan,faulty,abnormal,0.981,False,D:\machine_sounds\fan_faulty\sample948.wav,-12.009,test2\sample000158\mixture.wav,output\2025-07-29_11-40-37_mic_1_fan.pt,2025-07-29 11:40:38
sample000158,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample138.wav,-12.004,test2\sample000158\mixture.wav,output\2025-07-29_11-40-37_mic_1_pump.pt,2025-07-29 11:40:38
sample000158,test,slider,normal,normal,0.447,True,D:\machine_sounds\slider_normal\sample1409.wav,-12.0,test2\sample000158\mixture.wav,output\2025-07-29_11-40-37_mic_1_slider.pt,2025-07-29 11:40:38
sample000158,test,bearing,normal,abnormal,0.999,False,D:\machine_sounds\bearing_normal\sample119.wav,-12.0,test2\sample000158\mixture.wav,output\2025-07-29_11-40-37_mic_1_bearing.pt,2025-07-29 11:40:38
sample000158,test,gearbox,normal,abnormal,0.999,False,D:\machine_sounds\gearbox_normal\sample1219.wav,-12.014,test2\sample000158\mixture.wav,output\2025-07-29_11-40-37_mic_1_gearbox.pt,2025-07-29 11:40:38
sample000159,test,fan,normal,abnormal,0.926,False,D:\machine_sounds\fan_normal\sample1566.wav,-12.0,test2\sample000159\mixture.wav,output\2025-07-29_11-40-38_mic_1_fan.pt,2025-07-29 11:40:39
sample000159,test,pump,faulty,abnormal,0.998,False,D:\machine_sounds\pump_faulty\sample138.wav,-12.004,test2\sample000159\mixture.wav,output\2025-07-29_11-40-38_mic_1_pump.pt,2025-07-29 11:40:39
sample000159,test,slider,normal,abnormal,0.686,False,D:\machine_sounds\slider_normal\sample119.wav,-12.001,test2\sample000159\mixture.wav,output\2025-07-29_11-40-38_mic_1_slider.pt,2025-07-29 11:40:39
sample000159,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample278.wav,-12.001,test2\sample000159\mixture.wav,output\2025-07-29_11-40-38_mic_1_bearing.pt,2025-07-29 11:40:39
sample000159,test,gearbox,faulty,abnormal,0.999,False,D:\machine_sounds\gearbox_faulty\sample291.wav,-12.001,test2\sample000159\mixture.wav,output\2025-07-29_11-40-38_mic_1_gearbox.pt,2025-07-29 11:40:39
sample000160,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample948.wav,-12.021,test2\sample000160\mixture.wav,output\2025-07-29_11-40-39_mic_1_fan.pt,2025-07-29 11:40:40
sample000160,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample138.wav,-12.004,test2\sample000160\mixture.wav,output\2025-07-29_11-40-39_mic_1_pump.pt,2025-07-29 11:40:40
sample000160,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample1024.wav,-12.001,test2\sample000160\mixture.wav,output\2025-07-29_11-40-39_mic_1_slider.pt,2025-07-29 11:40:40
sample000160,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample2116.wav,-12.0,test2\sample000160\mixture.wav,output\2025-07-29_11-40-39_mic_1_bearing.pt,2025-07-29 11:40:40
sample000160,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample291.wav,-12.0,test2\sample000160\mixture.wav,output\2025-07-29_11-40-39_mic_1_gearbox.pt,2025-07-29 11:40:40
sample000161,test,fan,normal,normal,0.45,True,D:\machine_sounds\fan_normal\sample2774.wav,-12.0,test2\sample000161\mixture.wav,output\2025-07-29_11-40-40_mic_1_fan.pt,2025-07-29 11:40:41
sample000161,test,pump,normal,abnormal,0.934,False,D:\machine_sounds\pump_normal\sample3236.wav,-12.0,test2\sample000161\mixture.wav,output\2025-07-29_11-40-40_mic_1_pump.pt,2025-07-29 11:40:41
sample000161,test,slider,faulty,abnormal,0.963,False,D:\machine_sounds\slider_faulty\sample545.wav,-12.064,test2\sample000161\mixture.wav,output\2025-07-29_11-40-40_mic_1_slider.pt,2025-07-29 11:40:41
sample000161,test,bearing,normal,abnormal,0.972,False,D:\machine_sounds\bearing_normal\sample921.wav,-12.0,test2\sample000161\mixture.wav,output\2025-07-29_11-40-40_mic_1_bearing.pt,2025-07-29 11:40:41
sample000161,test,gearbox,normal,normal,0.001,True,D:\machine_sounds\gearbox_normal\sample1232.wav,-12.001,test2\sample000161\mixture.wav,output\2025-07-29_11-40-40_mic_1_gearbox.pt,2025-07-29 11:40:41
sample000162,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample898.wav,-12.001,test2\sample000162\mixture.wav,output\2025-07-29_11-40-41_mic_1_fan.pt,2025-07-29 11:40:42
sample000162,test,pump,normal,abnormal,1.0,False,D:\machine_sounds\pump_normal\sample1708.wav,-12.004,test2\sample000162\mixture.wav,output\2025-07-29_11-40-41_mic_1_pump.pt,2025-07-29 11:40:42
sample000162,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample321.wav,-12.001,test2\sample000162\mixture.wav,output\2025-07-29_11-40-41_mic_1_slider.pt,2025-07-29 11:40:42
sample000162,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample002.wav,-12.0,test2\sample000162\mixture.wav,output\2025-07-29_11-40-41_mic_1_bearing.pt,2025-07-29 11:40:42
sample000162,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample291.wav,-12.0,test2\sample000162\mixture.wav,output\2025-07-29_11-40-41_mic_1_gearbox.pt,2025-07-29 11:40:42
sample000163,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample188.wav,-12.0,test2\sample000163\mixture.wav,output\2025-07-29_11-40-42_mic_1_fan.pt,2025-07-29 11:40:43
sample000163,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample138.wav,-12.004,test2\sample000163\mixture.wav,output\2025-07-29_11-40-42_mic_1_pump.pt,2025-07-29 11:40:43
sample000163,test,slider,normal,abnormal,0.999,False,D:\machine_sounds\slider_normal\sample993.wav,-12.007,test2\sample000163\mixture.wav,output\2025-07-29_11-40-42_mic_1_slider.pt,2025-07-29 11:40:43
sample000163,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample002.wav,-12.022,test2\sample000163\mixture.wav,output\2025-07-29_11-40-42_mic_1_bearing.pt,2025-07-29 11:40:43
sample000163,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample291.wav,-12.0,test2\sample000163\mixture.wav,output\2025-07-29_11-40-42_mic_1_gearbox.pt,2025-07-29 11:40:43
sample000164,test,fan,normal,abnormal,0.978,False,D:\machine_sounds\fan_normal\sample2916.wav,-12.001,test2\sample000164\mixture.wav,output\2025-07-29_11-40-43_mic_1_fan.pt,2025-07-29 11:40:44
sample000164,test,pump,normal,abnormal,0.998,False,D:\machine_sounds\pump_normal\sample057.wav,-12.02,test2\sample000164\mixture.wav,output\2025-07-29_11-40-43_mic_1_pump.pt,2025-07-29 11:40:44
sample000164,test,slider,faulty,abnormal,0.972,False,D:\machine_sounds\slider_faulty\sample545.wav,-12.064,test2\sample000164\mixture.wav,output\2025-07-29_11-40-43_mic_1_slider.pt,2025-07-29 11:40:44
sample000164,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample002.wav,-12.005,test2\sample000164\mixture.wav,output\2025-07-29_11-40-43_mic_1_bearing.pt,2025-07-29 11:40:44
sample000164,test,gearbox,faulty,abnormal,0.992,False,D:\machine_sounds\gearbox_faulty\sample167.wav,-12.006,test2\sample000164\mixture.wav,output\2025-07-29_11-40-43_mic_1_gearbox.pt,2025-07-29 11:40:44
sample000165,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample759.wav,-12.0,test2\sample000165\mixture.wav,output\2025-07-29_11-40-44_mic_1_fan.pt,2025-07-29 11:40:45
sample000165,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample311.wav,-12.003,test2\sample000165\mixture.wav,output\2025-07-29_11-40-44_mic_1_pump.pt,2025-07-29 11:40:45
sample000165,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample106.wav,-12.0,test2\sample000165\mixture.wav,output\2025-07-29_11-40-44_mic_1_slider.pt,2025-07-29 11:40:45
sample000165,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample2953.wav,-12.0,test2\sample000165\mixture.wav,output\2025-07-29_11-40-44_mic_1_bearing.pt,2025-07-29 11:40:45
sample000165,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample167.wav,-12.005,test2\sample000165\mixture.wav,output\2025-07-29_11-40-44_mic_1_gearbox.pt,2025-07-29 11:40:45
sample000166,test,fan,normal,abnormal,0.998,False,D:\machine_sounds\fan_normal\sample3035.wav,-12.0,test2\sample000166\mixture.wav,output\2025-07-29_11-40-45_mic_1_fan.pt,2025-07-29 11:40:46
sample000166,test,pump,normal,normal,0.408,True,D:\machine_sounds\pump_normal\sample2910.wav,-12.002,test2\sample000166\mixture.wav,output\2025-07-29_11-40-45_mic_1_pump.pt,2025-07-29 11:40:46
sample000166,test,slider,faulty,abnormal,0.999,False,D:\machine_sounds\slider_faulty\sample545.wav,-12.037,test2\sample000166\mixture.wav,output\2025-07-29_11-40-45_mic_1_slider.pt,2025-07-29 11:40:46
sample000166,test,bearing,normal,abnormal,0.998,False,D:\machine_sounds\bearing_normal\sample611.wav,-12.0,test2\sample000166\mixture.wav,output\2025-07-29_11-40-45_mic_1_bearing.pt,2025-07-29 11:40:46
sample000166,test,gearbox,normal,abnormal,0.999,False,D:\machine_sounds\gearbox_normal\sample1360.wav,-12.001,test2\sample000166\mixture.wav,output\2025-07-29_11-40-45_mic_1_gearbox.pt,2025-07-29 11:40:46
sample000167,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample948.wav,-12.016,test2\sample000167\mixture.wav,output\2025-07-29_11-40-46_mic_1_fan.pt,2025-07-29 11:40:47
sample000167,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample311.wav,-12.0,test2\sample000167\mixture.wav,output\2025-07-29_11-40-46_mic_1_pump.pt,2025-07-29 11:40:47
sample000167,test,slider,faulty,abnormal,1.0,False,D:\machine_sounds\slider_faulty\sample545.wav,-12.064,test2\sample000167\mixture.wav,output\2025-07-29_11-40-46_mic_1_slider.pt,2025-07-29 11:40:47
sample000167,test,bearing,faulty,abnormal,0.944,False,D:\machine_sounds\bearing_faulty\sample002.wav,-12.0,test2\sample000167\mixture.wav,output\2025-07-29_11-40-46_mic_1_bearing.pt,2025-07-29 11:40:47
sample000167,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample3268.wav,-12.002,test2\sample000167\mixture.wav,output\2025-07-29_11-40-46_mic_1_gearbox.pt,2025-07-29 11:40:47
sample000168,test,fan,normal,abnormal,1.0,False,D:\machine_sounds\fan_normal\sample1724.wav,-12.001,test2\sample000168\mixture.wav,output\2025-07-29_11-40-47_mic_1_fan.pt,2025-07-29 11:40:48
sample000168,test,pump,faulty,abnormal,1.0,False,D:\machine_sounds\pump_faulty\sample311.wav,-12.001,test2\sample000168\mixture.wav,output\2025-07-29_11-40-47_mic_1_pump.pt,2025-07-29 11:40:48
sample000168,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample1807.wav,-12.011,test2\sample000168\mixture.wav,output\2025-07-29_11-40-47_mic_1_slider.pt,2025-07-29 11:40:48
sample000168,test,bearing,normal,abnormal,0.976,False,D:\machine_sounds\bearing_normal\sample460.wav,-12.0,test2\sample000168\mixture.wav,output\2025-07-29_11-40-47_mic_1_bearing.pt,2025-07-29 11:40:48
sample000168,test,gearbox,faulty,abnormal,0.997,False,D:\machine_sounds\gearbox_faulty\sample167.wav,-12.005,test2\sample000168\mixture.wav,output\2025-07-29_11-40-47_mic_1_gearbox.pt,2025-07-29 11:40:48
sample000169,test,fan,normal,abnormal,0.894,False,D:\machine_sounds\fan_normal\sample011.wav,-12.0,test2\sample000169\mixture.wav,output\2025-07-29_11-40-49_mic_1_fan.pt,2025-07-29 11:40:49
sample000169,test,pump,normal,abnormal,0.995,False,D:\machine_sounds\pump_normal\sample2892.wav,-12.0,test2\sample000169\mixture.wav,output\2025-07-29_11-40-49_mic_1_pump.pt,2025-07-29 11:40:49
sample000169,test,slider,faulty,abnormal,0.997,False,D:\machine_sounds\slider_faulty\sample545.wav,-12.064,test2\sample000169\mixture.wav,output\2025-07-29_11-40-49_mic_1_slider.pt,2025-07-29 11:40:49
sample000169,test,bearing,faulty,abnormal,0.995,False,D:\machine_sounds\bearing_faulty\sample002.wav,-12.0,test2\sample000169\mixture.wav,output\2025-07-29_11-40-49_mic_1_bearing.pt,2025-07-29 11:40:49
sample000169,test,gearbox,faulty,abnormal,0.999,False,D:\machine_sounds\gearbox_faulty\sample167.wav,-12.005,test2\sample000169\mixture.wav,output\2025-07-29_11-40-49_mic_1_gearbox.pt,2025-07-29 11:40:49
sample000170,test,fan,faulty,abnormal,1.0,False,D:\machine_sounds\fan_faulty\sample1290.wav,-12.0,test2\sample000170\mixture.wav,output\2025-07-29_11-40-50_mic_1_fan.pt,2025-07-29 11:40:50
sample000170,test,pump,faulty,abnormal,0.992,False,D:\machine_sounds\pump_faulty\sample311.wav,-12.0,test2\sample000170\mixture.wav,output\2025-07-29_11-40-50_mic_1_pump.pt,2025-07-29 11:40:50
sample000170,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample2074.wav,-12.011,test2\sample000170\mixture.wav,output\2025-07-29_11-40-50_mic_1_slider.pt,2025-07-29 11:40:50
sample000170,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample1357.wav,-12.0,test2\sample000170\mixture.wav,output\2025-07-29_11-40-50_mic_1_bearing.pt,2025-07-29 11:40:50
sample000170,test,gearbox,faulty,abnormal,1.0,False,D:\machine_sounds\gearbox_faulty\sample167.wav,-12.005,test2\sample000170\mixture.wav,output\2025-07-29_11-40-50_mic_1_gearbox.pt,2025-07-29 11:40:50
sample000171,test,fan,normal,normal,0.139,True,D:\machine_sounds\fan_normal\sample1309.wav,-12.0,test2\sample000171\mixture.wav,output\2025-07-29_11-40-51_mic_1_fan.pt,2025-07-29 11:40:51
sample000171,test,pump,faulty,abnormal,0.999,False,D:\machine_sounds\pump_faulty\sample311.wav,-12.0,test2\sample000171\mixture.wav,output\2025-07-29_11-40-51_mic_1_pump.pt,2025-07-29 11:40:51
sample000171,test,slider,normal,abnormal,0.999,False,D:\machine_sounds\slider_normal\sample748.wav,-12.016,test2\sample000171\mixture.wav,output\2025-07-29_11-40-51_mic_1_slider.pt,2025-07-29 11:40:51
sample000171,test,bearing,faulty,abnormal,1.0,False,D:\machine_sounds\bearing_faulty\sample131.wav,-12.0,test2\sample000171\mixture.wav,output\2025-07-29_11-40-51_mic_1_bearing.pt,2025-07-29 11:40:51
sample000171,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample1476.wav,-12.001,test2\sample000171\mixture.wav,output\2025-07-29_11-40-51_mic_1_gearbox.pt,2025-07-29 11:40:51
sample000172,test,fan,faulty,abnormal,0.998,False,D:\machine_sounds\fan_faulty\sample1290.wav,-12.0,test2\sample000172\mixture.wav,output\2025-07-29_11-40-52_mic_1_fan.pt,2025-07-29 11:40:52
sample000172,test,pump,normal,abnormal,0.988,False,D:\machine_sounds\pump_normal\sample823.wav,-12.021,test2\sample000172\mixture.wav,output\2025-07-29_11-40-52_mic_1_pump.pt,2025-07-29 11:40:52
sample000172,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample1089.wav,-12.0,test2\sample000172\mixture.wav,output\2025-07-29_11-40-52_mic_1_slider.pt,2025-07-29 11:40:52
sample000172,test,bearing,normal,abnormal,1.0,False,D:\machine_sounds\bearing_normal\sample2437.wav,-12.0,test2\sample000172\mixture.wav,output\2025-07-29_11-40-52_mic_1_bearing.pt,2025-07-29 11:40:52
sample000172,test,gearbox,normal,abnormal,1.0,False,D:\machine_sounds\gearbox_normal\sample948.wav,-12.003,test2\sample000172\mixture.wav,output\2025-07-29_11-40-52_mic_1_gearbox.pt,2025-07-29 11:40:52
sample000173,test,fan,normal,abnormal,0.985,False,D:\machine_sounds\fan_normal\sample190.wav,-12.0,test2\sample000173\mixture.wav,output\2025-07-29_11-40-53_mic_1_fan.pt,2025-07-29 11:40:54
sample000173,test,pump,normal,normal,0.108,True,D:\machine_sounds\pump_normal\sample1950.wav,-12.001,test2\sample000173\mixture.wav,output\2025-07-29_11-40-53_mic_1_pump.pt,2025-07-29 11:40:54
sample000173,test,slider,faulty,abnormal,0.98,False,D:\machine_sounds\slider_faulty\sample861.wav,-12.048,test2\sample000173\mixture.wav,output\2025-07-29_11-40-53_mic_1_slider.pt,2025-07-29 11:40:54
sample000173,test,bearing,faulty,abnormal,0.995,False,D:\machine_sounds\bearing_faulty\sample131.wav,-12.0,test2\sample000173\mixture.wav,output\2025-07-29_11-40-53_mic_1_bearing.pt,2025-07-29 11:40:54
sample000173,test,gearbox,normal,normal,0.008,True,D:\machine_sounds\gearbox_normal\sample2602.wav,-12.006,test2\sample000173\mixture.wav,output\2025-07-29_11-40-53_mic_1_gearbox.pt,2025-07-29 11:40:54
sample000174,test,fan,normal,abnormal,0.961,False,D:\machine_sounds\fan_normal\sample1364.wav,-12.001,test2\sample000174\mixture.wav,output\2025-07-29_11-40-54_mic_1_fan.pt,2025-07-29 11:40:55
sample000174,test,pump,normal,abnormal,0.997,False,D:\machine_sounds\pump_normal\sample2688.wav,-12.001,test2\sample000174\mixture.wav,output\2025-07-29_11-40-54_mic_1_pump.pt,2025-07-29 11:40:55
sample000174,test,slider,normal,abnormal,1.0,False,D:\machine_sounds\slider_normal\sample2296.wav,-12.005,test2\sample000174\mixture.wav,output\2025-07-29_11-40-54_mic_1_slider.pt,2025-07-29 11:40:55
